make,model,yom,transmission,fuel_type,engine_capacity,mileage,price
SUZUKI,EVERY PC LIMITED,2022,AUTOMATIC,PETROL,660,45000,7975000
SUZUKI,EVERY,2017,AUTOMATIC,PETROL,660,82000,6375000
SUZUKI,EVERY FULL JOIN,2015,AUTOMATIC,PETROL,650,95000,5875000
SUZUKI,EVERY,2015,AUTOMATIC,PETROL,650,90000,5675000
SUZUKI,EVERY DA64,2012,AUTOMATIC,PETROL,660,134000,4975000
SUZUKI,EVERY,2018,AUTOMATIC,PETROL,650,125000,6530000
SUZUKI,EVERY,2023,AUTOMATIC,PETROL,660,18500,8500000
SUZUKI,EVERY WAGON,2023,AUTOMATIC,PETROL,660,-,10350000
SUZUKI,OMNI,2011,MANUAL,PETROL,800,-,2150000
SUZUKI,EVERY FULL JOIN,2017,AUTOMATIC,PETROL,650,125000,6575000
SUZUKI,GRAND VITARA,2006,AUTOMATIC,PETROL,2000,193897,8100000
SUZUKI,GRAND VITARA,2013,AUTOMATIC,PETROL,2000,105000,9900000
MICRO,MX7,2012,MANUAL,PETROL,1500,61350,3275000
MICRO,MX7,2014,MANUAL,PETROL,1500,31000,4250000
MICRO,MPV JUNIOR GONOW,2015,MANUAL,PETROL,1050,169000,2550000
MICRO,MPV,2007,MANUAL,PETROL,1000,85000,850000
MICRO,MPV 2I,2015,MANUAL,PETROL,1050,85886,3150000
MICRO,MPV,2004,MANUAL,PETROL,800,-,975000
MICRO,MPV 300,2003,MANUAL,PETROL,800,-,800000
MICRO,ACTYON,2008,MANUAL,DIESEL,2000,260000,700000
MICRO,TIVOLI,2016,AUTOMATIC,PETROL,1600,155000,8100000
MICRO,REXTON,2008,AUTOMATIC,DIESEL,2700,186000,74500000
MICRO,REXTON W,2015,AUTOMATIC,DIESEL,2000,200000,13500000
MICRO,ACTYON,2008,MANUAL,DIESEL,2000,18000,4850000
MICRO,REXTON 270 XDI,2008,AUTOMATIC,DIESEL,2696,-,7275000
MICRO,KYRON,2009,AUTOMATIC,DIESEL,2000,225000,1875000
MICRO,KYRON,2009,AUTOMATIC,DIESEL,2000,135000,5590000
MITSUBISHI,LANCER FLAT LIGHT,1977,MANUAL,PETROL,1400,10000,650000
MITSUBISHI,EK X G PREMIUM MI PILOT,2023,AUTOMATIC,HYBRID,660,4000,8400000
MITSUBISHI,LANCER BOX,1984,MANUAL,PETROL,1410,99999,885000
MITSUBISHI,LANCER C11-V,1987,MANUAL,PETROL,1300,250000,975000
MITSUBISHI,LANCER C11,1983,MANUAL,PETROL,1300,123445,2200000
MITSUBISHI,LANCER WAGON GL,1979,MANUAL,PETROL,1400,2900,890000
MITSUBISHI,LANCER WAGON,1975,MANUAL,PETROL,1600,-,325000
MITSUBISHI,EK WAGON,2017,AUTOMATIC,PETROL,660,43000,6500000
MITSUBISHI,LANCER BOX,1979,MANUAL,PETROL,1400,11111,825000
MITSUBISHI,LANCER C12A FLORY GLX,1986,MANUAL,PETROL,1500,-,1370000
MITSUBISHI,LANCER STATION WAGON,1978,MANUAL,PETROL,1430,55000,620000
MITSUBISHI,LANCER FLAT LIGHT,1978,MANUAL,PETROL,1200,232123,485000
MITSUBISHI,LANCER WAGON,1984,MANUAL,PETROL,1400,325000,1025000
MITSUBISHI,VANETTE LION FACE,2007,AUTOMATIC,DIESEL,1770,210000,5650000
MITSUBISHI,L300,1985,MANUAL,DIESEL,2400,336534,1375000
MITSUBISHI,L300,1981,MANUAL,PETROL,1400,150000,1450000
MITSUBISHI,MONTERO SPORT,2011,AUTOMATIC,DIESEL,2500,125000,15700000
MITSUBISHI,MONTERO SPORT,2012,AUTOMATIC,DIESEL,2500,150000,16600000
MITSUBISHI,MONTERO,2013,AUTOMATIC,DIESEL,3200,100000,28000000
MITSUBISHI,SPACE WAGON,2000,AUTOMATIC,DIESEL,2200,123456,3800000
MITSUBISHI,PAJERO,1998,AUTOMATIC,PETROL,650,-,4000000
MITSUBISHI,4DR5,1979,MANUAL,DIESEL,2600,-,3600000
MITSUBISHI,MONTERO SPORT,2012,AUTOMATIC,DIESEL,2500,144800,18950000
MITSUBISHI,MONTERO V6,2003,AUTOMATIC,PETROL,3800,149500,14390000
MITSUBISHI,MONTERO V6,2003,AUTOMATIC,PETROL,3500,138000,16500000
MITSUBISHI,OUTLANDER,2015,AUTOMATIC,HYBRID,2000,175000,166000000
MITSUBISHI,OUTLANDER PHEV,2013,AUTOMATIC,HYBRID,2000,215000,12800000
MITSUBISHI,OUTLANDER,2013,AUTOMATIC,HYBRID,1990,129000,13800000
MITSUBISHI,MONTERO V6,2004,AUTOMATIC,PETROL,3800,172000,14500000
MITSUBISHI,PAJERO,1994,MANUAL,DIESEL,2800,223000,9800000
MITSUBISHI,L200,2011,MANUAL,DIESEL,2500,150000,9575000
MITSUBISHI,L200,1994,MANUAL,DIESEL,2599,-,4250000
MITSUBISHI,L200,1988,MANUAL,DIESEL,2500,50000,2500000
MAHINDRA,SCORPIO,2003,MANUAL,DIESEL,2600,-,3990000
MAHINDRA,KUV 100,2021,MANUAL,PETROL,1200,28700,5695000
MAHINDRA,BOLERO,2018,MANUAL,DIESEL,2523,145000,4400000
MAHINDRA,BOLERO,2014,MANUAL,DIESEL,2700,100008,2900000
MAZDA,HATCHBACK GLS,1986,MANUAL,PETROL,1300,140,890000
MAZDA,FAMILIA,1989,MANUAL,PETROL,1440,100,1050000
MAZDA,FAMILIA,2000,AUTOMATIC,PETROL,1600,-,3500000
MAZDA,ATENZA SPORT,2006,MANUAL,PETROL,2260,170000,5950000
MAZDA,FAMILIA 323 WAGON,1989,MANUAL,PETROL,1500,153000,1575000
MAZDA,FAMILIA 323,1988,MANUAL,PETROL,1500,-,475000
MAZDA,DEMIO,2010,AUTOMATIC,PETROL,1300,90000,6690000
MAZDA,AXELA 3,2007,AUTOMATIC,PETROL,1500,235000,6000000
MAZDA,ATENZA SPORT,2006,MANUAL,PETROL,2300,210000,8500000
MAZDA,BRAWNY,1992,MANUAL,DIESEL,2180,111111,3025000
MAZDA,BONGO VANETTE,2008,MANUAL,DIESEL,2180,289750,6550000
MAZDA,TRIBUTE,2005,AUTOMATIC,PETROL,1998,138000,4750000
MAZDA,CX 5,2013,AUTOMATIC,PETROL,2000,130000,12875000
DAIHATSU,CHARADE,1987,MANUAL,DIESEL,1000,90000,1250000
DAIHATSU,MIRA L SA3,2024,AUTOMATIC,PETROL,650,2875,7290000
DAIHATSU,MIRA,2017,AUTOMATIC,PETROL,660,82000,6325000
DAIHATSU,BOON,2017,AUTOMATIC,PETROL,1000,110000,7200000
DAIHATSU,MIRA ES SAFETY,2023,AUTOMATIC,PETROL,660,10950,6960000
DAIHATSU,CHARADE G 30,1983,MANUAL,DIESEL,1000,57,1030000
DAIHATSU,HIJET,2000,AUTOMATIC,PETROL,650,158000,3070000
DAIHATSU,HIJET,2007,AUTOMATIC,PETROL,650,225000,4225000
DAIHATSU,HIJET,2007,AUTOMATIC,PETROL,650,92000,4450000
DAIHATSU,HIJET,1992,MANUAL,PETROL,650,150000,1350000
DAIHATSU,HIJET,1999,MANUAL,PETROL,-,99999,3250000
DAIHATSU,F50,1979,MANUAL,DIESEL,2500,-,2200000
HYUNDAI,GRAND I10,2017,AUTOMATIC,PETROL,1000,48000,6650000
HYUNDAI,ACCENT,2001,MANUAL,PETROL,1350,170000,2475000
HYUNDAI,MATRIX,2005,MANUAL,PETROL,150,1234,2250000
HYUNDAI,SANTA FE,2003,MANUAL,PETROL,2,2,3825000
HYUNDAI,TUCSON,2004,AUTOMATIC,PETROL,2656,207000,1675000
HYUNDAI,TUCSON,2013,AUTOMATIC,DIESEL,2000,195000,9500000
KIA,PICANTO,2018,AUTOMATIC,PETROL,1000,77000,6890000
KIA,SEPHIA,2002,MANUAL,PETROL,1600,-,1850000
KIA,SPECTRA,2009,MANUAL,PETROL,1500,166500,2345000
KIA,CERATO,2005,AUTOMATIC,PETROL,1590,170000,3800000
KIA,SORENTO,2011,AUTOMATIC,DIESEL,2200,93500,14250000
KIA,SPORTAGE,2013,AUTOMATIC,DIESEL,2000,150000,11350000
KIA,SORENTO,2012,AUTOMATIC,DIESEL,2200,205000,13800000
KIA,SPORTAGE,2010,AUTOMATIC,PETROL,2000,169000,8850000
KIA,SPORTAGE,2011,AUTOMATIC,PETROL,2,214000,1120000
KIA,SPORTAGE,2015,AUTOMATIC,DIESEL,2000,56000,16275000
KIA,SPORTAGE,2014,AUTOMATIC,DIESEL,2000,130000,11700000
KIA,SORENTO,2015,AUTOMATIC,DIESEL,2200,160000,24250000
BMW,E46,2000,MANUAL,DIESEL,2000,127000,6875000
BMW,740LI,2011,AUTOMATIC,PETROL,2996,58000,23500000
BMW,530I M-SPORT STRAIGHT,2017,AUTOMATIC,PETROL,2000,58000,41750000
BMW,E12,1974,MANUAL,DIESEL,2000,1,1500000
BMW,225XE,2017,AUTOMATIC,HYBRID,1500,27000,16000000
BMW,520D,2013,AUTOMATIC,DIESEL,2000,70000,20500000
BMW,316I E30 M40 EFI,1990,MANUAL,PETROL,1600,1234,3500000
