Date,Make,Type,Title,Location,Mileage,Overview Price,Detail Price,Engine CC,YOM,Post Make,Model,Gear,Fuel Type,Post URL,Image URL
8/4/2025,nissan,cars,Nissan Cefiro 2000 Car,Ratnapura,1234 (km),"Rs. 3,500,000","Rs. 3,500,000",2000,2000,Nissan,Cefiro,Automatic,Petrol,https://riyasewana.com/buy/nissan-cefiro-sale-ratnapura-10149973,https://riyasewana.com/thumb/thumbnissan-cefiro-2010-421525112621.jpg
8/4/2025,nissan,cars,Nissan Pulsar FN 15 Efi 1995 Car,Gampaha,150000 (km),"Rs. 2,925,000","Rs. 2,925,000",1490,1995,Nissan,Pulsar FN 15 Efi,Automatic,Petrol,https://riyasewana.com/buy/nissan-pulsar-fn-sale-gampaha-10149937,https://riyasewana.com/thumb/thumbnissan-pulsar-fn-1995-421404012691.jpg
8/4/2025,nissan,cars,Nissan B310 1980 Car,Colombo,140000 (km),"Rs. 675,000","Rs. 675,000",1200,1980,Nissan,B310,Manual,Petrol,https://riyasewana.com/buy/nissan-b310-sale-colombo-10149924,https://riyasewana.com/thumb/thumbnissan-b310-4213623271.jpg
8/4/2025,nissan,cars,Nissan Leaf 2017 Car,Homagama,98000 (km),"Rs. 8,675,000","Rs. 8,675,000",70,2017,Nissan,Leaf,Automatic,Electric,https://riyasewana.com/buy/nissan-leaf-sale-homagama-10149822,https://riyasewana.com/thumb/thumbnissan-leaf-4211113611.jpg
8/4/2025,nissan,cars,Nissan March K10 1991 Car,Kegalle,110000 (km),"Rs. 1,675,000","Rs. 1,675,000",1000,1991,Nissan,March K10,Manual,Petrol,https://riyasewana.com/buy/nissan-march-k10-sale-kegalle-10149757,https://riyasewana.com/thumb/thumbnissan-march-42052134491.jpg
8/4/2025,nissan,cars,Nissan Dayz 2024 Car,Matara,5600 (km),"Rs. 9,150,000","Rs. 9,150,000",660,2024,Nissan,Dayz,Automatic,Hybrid,https://riyasewana.com/buy/nissan-dayz-sale-matara-10149749,https://riyasewana.com/thumb/thumbnissan-days-420492922941.jpg
8/4/2025,nissan,cars,Nissan March K10 1989 Car,Embilipitiya,200000 (km),"Rs. 1,490,000","Rs. 1,490,000",1000,1989,Nissan,March K10,Manual,Petrol,https://riyasewana.com/buy/nissan-march-k10-sale-embilipitiya-10149742,https://riyasewana.com/thumb/thumbnissan-march-k10-42046524561.jpg
8/4/2025,nissan,cars,Nissan Sunny 1994 Car,Kurunegala,,"Rs. 21,500,000","Rs. 21,500,000",1300,1994,Nissan,Sunny,Manual,Petrol,https://riyasewana.com/buy/nissan-sunny-sale-kurunegala-10149733,https://riyasewana.com/thumb/thumbnissan-sany-42043204121.jpg
8/4/2025,nissan,cars,Nissan N16 Sunny Ex Saloon 2000 Car,Battaramulla,220000 (km),"Rs. 3,550,000","Rs. 3,550,000",1300,2000,Nissan,N16 Sunny Ex Saloon,Manual,Petrol,https://riyasewana.com/buy/nissan-n16-sunny-sale-battaramulla-10149644,https://riyasewana.com/thumb/thumbmitsubishi-lancer-box-42014394791.jpg
8/4/2025,nissan,cars,Nissan N16 2001 Car,Kurunegala,,Negotiable,Negotiable,1300,2001,Nissan,N16,Manual,Petrol,https://riyasewana.com/buy/nissan-n16-sale-kurunegala-10149631,https://riyasewana.com/thumb/thumbnissan-n16-42010084751.jpg
8/4/2025,nissan,cars,Nissan Tiida Latio 2008 Car,Gampaha,180000 (km),"Rs. 6,000,000","Rs. 6,000,000",1500,2008,Nissan,Tiida Latio,Automatic,Petrol,https://riyasewana.com/buy/nissan-tiida-latio-sale-gampaha-10149567,https://riyasewana.com/thumb/thumbnissan-tiida-latio-41952454761.jpg
8/4/2025,nissan,cars,Nissan SB13 Super Saloon 1993 Car,Colombo,200000 (km),"Rs. 2,275,000","Rs. 2,275,000",1800,1993,Nissan,SB13 Super Saloon,Manual,Diesel,https://riyasewana.com/buy/nissan-sb13-super-sale-colombo-10149545,https://riyasewana.com/thumb/thumbnissan-sb13-super-41948534061.jpg
8/4/2025,nissan,cars,Nissan March K12 2007 Car,Colombo,132000 (km),"Rs. 4,625,000","Rs. 4,625,000",1300,2007,Nissan,March K12,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k12-sale-colombo-10149510,https://riyasewana.com/thumb/thumbnissan-march-k12-2007-419375212261.jpg
8/4/2025,nissan,cars,Nissan Aura G 2023 Car,Colombo,5500 (km),"Rs. 14,295,000","Rs. 14,295,000",1200,2023,Nissan,Aura G,Automatic,Hybrid,https://riyasewana.com/buy/nissan-aura-g-sale-colombo-10149468,https://riyasewana.com/thumb/thumbnissan-aura-g-2023-419305012591.jpg
8/4/2025,nissan,cars,Nissan Hb11 1985 Car,Kurunegala,250000 (km),"Rs. 960,000","Rs. 960,000",1500,1985,Nissan,Hb11,Manual,Petrol,https://riyasewana.com/buy/nissan-hb11-sale-kurunegala-10149444,https://riyasewana.com/thumb/thumbnissan-hb11-1985-419255112071.jpg
8/4/2025,nissan,cars,Nissan Hb12 Trad Sunny Wagon 1987 Car,Kurunegala,250000 (km),"Rs. 1,095,000","Rs. 1,095,000",1500,1987,Nissan,Hb12 Trad Sunny Wagon,Manual,Petrol,https://riyasewana.com/buy/nissan-hb12-trad-sale-kurunegala-10149430,https://riyasewana.com/thumb/thumbnissan-hb12-trad-1987-419230612491.jpg
8/4/2025,nissan,cars,Nissan FB15 Super Saloon 1999 Car,Ambalangoda,198000 (km),"Rs. 4,700,000","Rs. 4,700,000",1500,1999,Nissan,FB15 Super Saloon,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-super-sale-ambalangoda-10149426,https://riyasewana.com/thumb/thumbnissan-fb15-41922295001.jpg
8/4/2025,nissan,cars,Nissan Cefiro 2003 Car,Kadawatha,108000 (km),Negotiable,Negotiable,2000,2003,Nissan,Cefiro,Automatic,Petrol,https://riyasewana.com/buy/nissan-cefiro-sale-kadawatha-10149356,https://riyasewana.com/thumb/thumbnissan-cefiro-2003-2003-419091912491.jpg
8/4/2025,nissan,cars,Nissan Sunny 1989 Car,Dankotuwa,,Negotiable,Negotiable,1500,1989,Nissan,Sunny,Manual,Petrol,https://riyasewana.com/buy/nissan-sunny-sale-dankotuwa-10149339,https://riyasewana.com/thumb/thumbnissan-tex-41904424711.jpg
8/4/2025,nissan,cars,Nissan Sunny B11 SGL 1985 Car,Kegalle,200000 (km),"Rs. 1,550,000","Rs. 1,550,000",1300,1985,Nissan,Sunny B11 SGL,Manual,Petrol,https://riyasewana.com/buy/nissan-sunny-b11-sale-kegalle-10149335,https://riyasewana.com/thumb/thumbnissan-sunny-b11-1985-419040812981.jpg
8/4/2025,nissan,cars,Nissan Sunny B110 1970 Car,Colombo,,"Rs. 1,025,000","Rs. 1,025,000",1200,1970,Nissan,Sunny B110,Manual,Petrol,https://riyasewana.com/buy/nissan-sunny-b110-sale-colombo-10149321,https://riyasewana.com/thumb/thumbnissan-sunny-b110-41900156761.jpg
8/4/2025,nissan,cars,Nissan March 1997 Car,Homagama,215000 (km),"Rs. 2,950,000","Rs. 2,950,000",990,1997,Nissan,March,Manual,Petrol,https://riyasewana.com/buy/nissan-march-sale-homagama-10149308,https://riyasewana.com/thumb/thumbnissan-march-1997-418541212051.jpg
8/4/2025,nissan,cars,Nissan FB11 1985 Car,Kuliyapitiya,195000 (km),"Rs. 960,000","Rs. 960,000",1490,1985,Nissan,FB11,Manual,Petrol,https://riyasewana.com/buy/nissan-fb11-sale-kuliyapitiya-10149297,https://riyasewana.com/thumb/thumbnissan-fb11-41851284821.jpg
8/4/2025,nissan,cars,Nissan FB14 1999 Car,Dompe,178500 (km),"Rs. 3,375,000","Rs. 3,375,000",2000,1999,Nissan,FB14,Automatic,Diesel,https://riyasewana.com/buy/nissan-fb14-sale-dompe-10149286,https://riyasewana.com/thumb/thumbnissan-fb14-41849354621.jpg
8/4/2025,nissan,cars,Nissan N16 Sunny EX SALOON 2002 Car,Matara,185000 (km),Negotiable,Negotiable,1500,2002,Nissan,N16 Sunny EX SALOON,Automatic,Petrol,https://riyasewana.com/buy/nissan-n16-sunny-sale-matara-10149255,https://riyasewana.com/thumb/thumbnissan-sunny-n16-2002-418451612211.jpg
8/4/2025,nissan,cars,Nissan March K11 2002 Car,Kiribathgoda,147000 (km),"Rs. 3,580,000","Rs. 3,580,000",1000,2002,Nissan,March K11,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k11-sale-kiribathgoda-10149254,https://riyasewana.com/thumb/thumbnissan-march-k11-418451522951.jpg
8/4/2025,nissan,cars,Nissan W 10 2000 Car,Ratnapura,22 (km),"Rs. 2,700,000","Rs. 2,700,000",1500,2000,Nissan,W 10,Automatic,Petrol,https://riyasewana.com/buy/nissan-w-10-sale-ratnapura-10149176,https://riyasewana.com/thumb/thumbnissan-w-10-41830374521.jpg
8/4/2025,nissan,cars,Nissan B211 1977 Car,Kurunegala,,"Rs. 765,000","Rs. 765,000",1200,1977,Nissan,B211,Manual,Petrol,https://riyasewana.com/buy/nissan-b211-sale-kurunegala-10149169,https://riyasewana.com/thumb/thumbnissan-b211-41829194681.jpg
8/4/2025,nissan,cars,Nissan FB14 Ex Saloon 1996 Car,Panadura,12345 (km),"Rs. 3,200,000","Rs. 3,200,000",1500,1996,Nissan,FB14 Ex Saloon,Manual,Petrol,https://riyasewana.com/buy/nissan-fb14-ex-sale-panadura-10149082,https://riyasewana.com/thumb/thumbnissan-fb14-ex-1996-418153612081.jpg
8/4/2025,nissan,cars,Nissan March K12 2002 Car,Panadura,190000 (km),"Rs. 3,975,000","Rs. 3,975,000",1000,2002,Nissan,March K12,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k12-sale-panadura-10149024,https://riyasewana.com/thumb/thumbnissan-k-12-2002-418035012841.jpg
8/4/2025,nissan,cars,Nissan MARCH K12 2002 Car,Negombo,160000 (km),"Rs. 4,050,000","Rs. 4,050,000",1300,2002,Nissan,MARCH K12,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k12-sale-negombo-10149020,https://riyasewana.com/thumb/thumbnissan-march-k12-41803034451.jpg
8/4/2025,nissan,cars,Nissan FB15 2000 Car,Kurunegala,190 (km),"Rs. 4,375,000","Rs. 4,375,000",1500,2000,Nissan,FB15,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-kurunegala-10148975,https://riyasewana.com/thumb/thumbnissan-fb-15-2000-417532612501.jpg
8/4/2025,nissan,cars,Nissan FB15 2001 Car,Matugama,195000 (km),"Rs. 4,575,000","Rs. 4,575,000",1500,2001,Nissan,FB15,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-matugama-10148959,https://riyasewana.com/thumb/thumbnissan-fb-15-2001-417493512162.jpg
8/4/2025,nissan,cars,Nissan FB15 2002 Car,Kandy,155000 (km),"Rs. 5,475,000","Rs. 5,475,000",1500,2002,Nissan,FB15,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-kandy-10148956,https://riyasewana.com/thumb/thumbnissan-fb15-217324522721.jpg
8/4/2025,nissan,cars,Nissan Pulsar 1997 Car,Kurunegala,116000 (km),"Rs. 2,950,000","Rs. 2,950,000",1970,1997,Nissan,Pulsar,Automatic,Diesel,https://riyasewana.com/buy/nissan-pulsar-sale-kurunegala-10148801,https://riyasewana.com/thumb/thumbnissan-pulsar-4171417821.jpg
8/4/2025,nissan,cars,Nissan B310 1979 Car,Gampaha,100000 (km),"Rs. 475,000","Rs. 475,000",1200,1979,Nissan,B310,Manual,Petrol,https://riyasewana.com/buy/nissan-b310-sale-gampaha-10148672,https://riyasewana.com/thumb/thumbnissan-b310-41644004231.jpg
8/4/2025,nissan,cars,Nissan AD WAGON Y10 1995 Car,Gampaha,168900 (km),"Rs. 2,175,000","Rs. 2,175,000",1300,1995,Nissan,AD WAGON Y10,Manual,Petrol,https://riyasewana.com/buy/nissan-ad-wagon-sale-gampaha-10148573,https://riyasewana.com/thumb/thumbnissan-ad-wagon-1995-416204212051.jpg
8/4/2025,nissan,cars,Nissan NOTE AURA JAPAN 2023 Car,Boralesgamuwa,4900 (km),"Rs. 15,450,000","Rs. 15,450,000",1500,2023,Nissan,NOTE AURA JAPAN,Automatic,Hybrid,https://riyasewana.com/buy/nissan-note-aura-sale-boralesgamuwa-10148408,https://riyasewana.com/thumb/thumbnissan-note-aura-4154604761.jpg
8/4/2025,nissan,cars,Nissan March K11 2004 Car,Kandy,123456 (km),"Rs. 3,575,000","Rs. 3,575,000",1000,2004,Nissan,March K11,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k11-sale-kandy-10148403,https://riyasewana.com/thumb/thumbnissan-march-k11-2004-415452312051.jpg
8/4/2025,nissan,cars,Nissan Cefiro A33 1999 Car,Kesbewa,,"Rs. 3,485,000","Rs. 3,485,000",2500,1999,Nissan,Cefiro A33,Automatic,Petrol,https://riyasewana.com/buy/nissan-cefiro-a33-sale-kesbewa-10148373,https://riyasewana.com/thumb/thumbnissan-cefiro-a33-1999-415401312823.jpg
8/4/2025,nissan,cars,Nissan FB15 2001 Car,Anuradapura,,"Rs. 4,490,000","Rs. 4,490,000",1300,2001,Nissan,FB15,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-anuradapura-10148285,https://riyasewana.com/thumb/thumbnissan-fb15-41521544121.jpg
8/4/2025,nissan,cars,Nissan March K12 2007 Car,Kuliyapitiya,114000 (km),"Rs. 4,700,000","Rs. 4,700,000",1300,2007,Nissan,March K12,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k12-sale-kuliyapitiya-10148143,https://riyasewana.com/thumb/thumbnissan-march-k-414493048815.jpg
8/4/2025,nissan,cars,Nissan Cefiro 230JM 2003 Car,Colombo,151000 (km),"Rs. 6,250,000","Rs. 6,250,000",2300,2003,Nissan,Cefiro 230JM,Automatic,Petrol,https://riyasewana.com/buy/nissan-cefiro-230jm-sale-colombo-10148030,https://riyasewana.com/thumb/thumbnissan-cefiro-230jm-4142340971.jpg
8/4/2025,nissan,cars,Nissan FB14 1997 Car,Kurunegala,185350 (km),"Rs. 3,275,000","Rs. 3,275,000",1500,1997,Nissan,FB14,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb14-sale-kurunegala-10148009,https://riyasewana.com/thumb/thumbnissan-fb14-1997-414205912571.jpg
8/4/2025,nissan,cars,Nissan FB15 2000 Car,Kalawana,200000 (km),"Rs. 4,650,000","Rs. 4,650,000",1500,2000,Nissan,FB15,Manual,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-kalawana-10147883,https://riyasewana.com/thumb/thumbnissan-fb15-2000-413543612171.jpg
8/4/2025,nissan,cars,Nissan March K11 1996 Car,Kurunegala,138000 (km),"Rs. 3,095,000","Rs. 3,095,000",1000,1996,Nissan,March K11,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k11-sale-kurunegala-10147836,https://riyasewana.com/thumb/thumbnissan-march-k11-420234524851.jpg
8/4/2025,nissan,cars,Nissan B11 California 1985 Car,Matara,243263 (km),Negotiable,Negotiable,1490,1985,Nissan,B11 California,Manual,Petrol,https://riyasewana.com/buy/nissan-b11-california-sale-matara-10147730,https://riyasewana.com/thumb/thumbnissan-b-11-1985-413255212661.jpg
8/4/2025,nissan,cars,Nissan Y10 1998 Car,Kurunegala,1 (km),"Rs. 2,950,000","Rs. 2,950,000",1290,1998,Nissan,Y10,Manual,Petrol,https://riyasewana.com/buy/nissan-y10-sale-kurunegala-10147702,https://riyasewana.com/thumb/thumbnissan-y10-41321265001.jpg
8/4/2025,nissan,cars,Nissan K10 1987 Car,Horana,12345 (km),Negotiable,Negotiable,1000,1987,Nissan,K10,Manual,Petrol,https://riyasewana.com/buy/nissan-k10-sale-horana-10147682,https://riyasewana.com/thumb/thumbnissan-k-4131828402193.jpg
8/4/2025,nissan,cars,Nissan DAYZ 2016 Car,Malabe,92825 (km),"Rs. 6,475,000","Rs. 6,475,000",650,2016,Nissan,DAYZ,Automatic,Petrol,https://riyasewana.com/buy/nissan-dayz-sale-malabe-10147651,https://riyasewana.com/thumb/thumbnissan-dayz-4131322211.jpg
8/4/2025,nissan,cars,Nissan March K11 2001 Car,Kandana,130000 (km),"Rs. 3,725,000","Rs. 3,725,000",1000,2001,Nissan,March K11,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k11-sale-kandana-10147633,https://riyasewana.com/thumb/thumbnissan-march-k11-2001-413095512511.jpg
8/4/2025,nissan,cars,Nissan Note E Power Mode Premier 2017 Car,Matara,57000 (km),Negotiable,Negotiable,1200,2017,Nissan,Note E Power Mode Premier,Automatic,Hybrid,https://riyasewana.com/buy/nissan-note-e-sale-matara-10147491,https://riyasewana.com/thumb/thumbnissan-note-e-2017-412475712681.jpg
8/4/2025,nissan,cars,Nissan B14 1998 Car,Jaffna,100000 (km),Negotiable,Negotiable,1299,1998,Nissan,B14,Automatic,Petrol,https://riyasewana.com/buy/nissan-b14-sale-jaffna-10147463,https://riyasewana.com/thumb/thumbnissan-b14-412433024821.jpg
8/4/2025,nissan,cars,Nissan Sunny HATCHBACk 1987 Car,Malabe,,"Rs. 1,395,000","Rs. 1,395,000",1500,1987,Nissan,Sunny HATCHBACk,Manual,Petrol,https://riyasewana.com/buy/nissan-sunny-hatchback-sale-malabe-10147453,https://riyasewana.com/thumb/thumbnissan-sunney-4123919241.jpg
8/4/2025,nissan,cars,Nissan MARCH K11 2000 Car,Colombo,192944 (km),"Rs. 3,690,000","Rs. 3,690,000",1000,2000,Nissan,MARCH K11,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k11-sale-colombo-10147449,https://riyasewana.com/thumb/thumbnissan-march-412383051.jpg
8/4/2025,nissan,cars,Nissan N16 Ex Saloon 2000 Car,Kegalle,307000 (km),"Rs. 4,800,000","Rs. 4,800,000",1500,2000,Nissan,N16 Ex Saloon,Automatic,Petrol,https://riyasewana.com/buy/nissan-n16-ex-sale-kegalle-10147430,https://riyasewana.com/thumb/thumbnissan-n16-ex-saloon-412350522061.jpg
8/4/2025,nissan,cars,Nissan MARCH K11 1999 Car,Colombo,228103 (km),"Rs. 3,750,000","Rs. 3,750,000",1000,1999,Nissan,MARCH K11,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-k11-sale-colombo-10147424,https://riyasewana.com/thumb/thumbnissan-march-412340321.jpg
8/4/2025,nissan,cars,Nissan Sunny N17 2008 Car,Colombo,152475 (km),Negotiable,Negotiable,1300,2008,Nissan,Sunny N17,Automatic,Petrol,https://riyasewana.com/buy/nissan-sunny-n17-sale-colombo-10147385,https://riyasewana.com/thumb/thumbnissan-sunny-n17-2008-412275612031.jpg
8/4/2025,nissan,cars,Nissan March 1995 Car,Batticaloa,1750000 (km),"Rs. 2,625,000","Rs. 2,625,000",1300,1995,Nissan,March,Manual,Petrol,https://riyasewana.com/buy/nissan-march-sale-batticaloa-10147363,https://riyasewana.com/thumb/thumbnissan-march-1995-412233812141.jpg
8/4/2025,nissan,cars,Nissan MARCH 2001 Car,Malabe,121000 (km),"Rs. 3,790,000","Rs. 3,790,000",1000,2001,Nissan,MARCH,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-sale-malabe-10147359,https://riyasewana.com/thumb/thumbnissan-march-4122259331.jpg
8/4/2025,nissan,cars,Nissan Dayz 2017 Car,Colombo,85000 (km),"Rs. 6,850,000","Rs. 6,850,000",660,2017,Nissan,Dayz,Automatic,Petrol,https://riyasewana.com/buy/nissan-dayz-sale-colombo-10147296,https://riyasewana.com/thumb/thumbnissan-dayz-2017-412115712854.jpg
8/4/2025,nissan,cars,Nissan FB15 2000 Car,Galle,145000 (km),"Rs. 4,400,000","Rs. 4,400,000",1500,2000,Nissan,FB15,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-galle-10147234,https://riyasewana.com/thumb/thumbnissan-fb15-2000-412022412691.jpg
8/4/2025,nissan,cars,Nissan N17 SUPER SALOON 2003 Car,Kurunegala,177000 (km),"Rs. 5,490,000","Rs. 5,490,000",1597,2003,Nissan,N17 SUPER SALOON,Automatic,Petrol,https://riyasewana.com/buy/nissan-n17-super-sale-kurunegala-10147167,https://riyasewana.com/thumb/thumbnissan-n17-super-411532822061.jpg
8/4/2025,nissan,cars,Nissan Presea 1995 Car,Colombo,220000 (km),"Rs. 2,590,000","Rs. 2,590,000",1500,1995,Nissan,Presea,Manual,Petrol,https://riyasewana.com/buy/nissan-presea-sale-colombo-10147136,https://riyasewana.com/thumb/thumbnissan-presia-1995-411472112341.jpg
8/4/2025,nissan,cars,Nissan FB14 1995 Car,Chilaw,1111111 (km),"Rs. 2,970,000","Rs. 2,970,000",-,1995,Nissan,FB14,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb14-sale-chilaw-10147124,https://riyasewana.com/thumb/thumbtoyota-nissan-fb-14-1995-411450312571.jpg
8/4/2025,nissan,cars,Nissan N16 N17 EX Saloon 2004 Car,Kurunegala,180000 (km),"Rs. 4,575,000","Rs. 4,575,000",1300,2004,Nissan,N16 N17 EX Saloon,Automatic,Petrol,https://riyasewana.com/buy/nissan-n16-n17-sale-kurunegala-10146976,https://riyasewana.com/thumb/thumbnissan-n16-n17-2004-411245312071.jpg
8/4/2025,nissan,cars,Nissan FB14 EX Saloon 1998 Car,Kurunegala,200000 (km),"Rs. 3,370,000","Rs. 3,370,000",1500,1998,Nissan,FB14 EX Saloon,Manual,Petrol,https://riyasewana.com/buy/nissan-fb14-ex-sale-kurunegala-10146931,https://riyasewana.com/thumb/thumbnissan-fb-14-411180722281.jpg
8/4/2025,nissan,cars,Nissan FB14 1995 Car,Anuradapura,200000 (km),"Rs. 2,950,000","Rs. 2,950,000",1500,1995,Nissan,FB14,Manual,Petrol,https://riyasewana.com/buy/nissan-fb14-sale-anuradapura-10146885,https://riyasewana.com/thumb/thumbnissan-fb14-41113214451.jpg
8/4/2025,nissan,cars,Nissan DayZ Roox 2018 Car,Nugegoda,65000 (km),"Rs. 6,990,000","Rs. 6,990,000",660,2018,Nissan,DayZ Roox,Automatic,Petrol,https://riyasewana.com/buy/nissan-dayz-roox-sale-nugegoda-10146863,https://riyasewana.com/thumb/thumbnissan-dayz-roox-2018-411095612501.jpg
8/4/2025,nissan,cars,Nissan ALMERA VL Black T 2025 Car,Kurunegala,,Negotiable,Negotiable,1000,2025,Nissan,ALMERA VL Black T,Automatic,Petrol,https://riyasewana.com/buy/nissan-almera-vl-sale-kurunegala-10146789,https://riyasewana.com/thumb/thumbnissan-almera-vl-41057084661.jpg
8/4/2025,nissan,cars,Nissan MARCH AK12 2007 Car,Colombo,136000 (km),"Rs. 4,975,000","Rs. 4,975,000",1290,2007,Nissan,MARCH AK12,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-ak12-sale-colombo-10146751,https://riyasewana.com/thumb/thumbnissan-march-ak-4105103671.jpg
8/4/2025,nissan,cars,Nissan N16 17 2004 Car,Matara,119000 (km),Negotiable,Negotiable,1600,2004,Nissan,N16 17,Automatic,Petrol,https://riyasewana.com/buy/nissan-n16-17-sale-matara-10146743,https://riyasewana.com/thumb/thumbnissan-n-16-2004-410502212481.jpg
8/4/2025,nissan,cars,Nissan March 1996 Car,Colombo,254150 (km),"Rs. 2,475,000","Rs. 2,475,000",1000,1996,Nissan,March,Automatic,Petrol,https://riyasewana.com/buy/nissan-march-sale-colombo-10146721,https://riyasewana.com/thumb/thumbnissan-march-41047424331.jpg
8/4/2025,nissan,cars,Nissan Dayz Highway Star 2017 Car,Nittambuwa,62480 (km),Negotiable,Negotiable,650,2017,Nissan,Dayz Highway Star,Automatic,Petrol,https://riyasewana.com/buy/nissan-dayz-highway-sale-nittambuwa-10146705,https://riyasewana.com/thumb/thumbnissan-days-2017-410460812611.jpg
8/4/2025,nissan,cars,Nissan Dayz Highway Star 2018 Car,Kaduwela,112100 (km),"Rs. 6,790,000","Rs. 6,790,000",660,2018,Nissan,Dayz Highway Star,Automatic,Petrol,https://riyasewana.com/buy/nissan-dayz-highway-sale-kaduwela-10146645,https://riyasewana.com/thumb/thumbnissan-dayz-highway-410373022361.jpg
8/4/2025,nissan,cars,Nissan FB13 Sunny 1993 Car,Divulapitiya,254000 (km),"Rs. 3,250,000","Rs. 3,250,000",1500,1993,Nissan,FB13 Sunny,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb13-sunny-sale-divulapitiya-10146597,https://riyasewana.com/thumb/thumbnissan-fb-13-sunny-4103157731.jpg
8/4/2025,nissan,cars,Nissan Pulsar 1997 Car,Kurunegala,196000 (km),"Rs. 3,525,000","Rs. 3,525,000",1500,1997,Nissan,Pulsar,Automatic,Petrol,https://riyasewana.com/buy/nissan-pulsar-sale-kurunegala-10146592,https://riyasewana.com/thumb/thumbnissan-nissan-palser-1997-410311612801.jpg
8/4/2025,nissan,cars,Nissan Sunny 1988 Car,Gampaha,175000 (km),"Rs. 1,475,000","Rs. 1,475,000",1300,1988,Nissan,Sunny,Manual,Petrol,https://riyasewana.com/buy/nissan-sunny-sale-gampaha-10146590,https://riyasewana.com/thumb/thumbnissan-sunny-41031064831.jpg
8/4/2025,nissan,cars,Nissan FB15 2006 Car,Kuliyapitiya,,"Rs. 5,195,000","Rs. 5,195,000",1500,2006,Nissan,FB15,Automatic,Petrol,https://riyasewana.com/buy/nissan-fb15-sale-kuliyapitiya-10146569,https://riyasewana.com/thumb/thumbtata-fb-15-410282822541.jpg
8/4/2025,nissan,cars,Nissan PRESEA R11 1999 Car,Maharagama,,Negotiable,Negotiable,1490,1999,Nissan,PRESEA R11,Automatic,Petrol,https://riyasewana.com/buy/nissan-presea-r11-sale-maharagama-10146533,https://riyasewana.com/thumb/thumbnissan-preser-r-4102358391.jpg
8/4/2025,nissan,cars,Nissan SB14 1998 Car,Gampaha,189000 (km),"Rs. 2,950,000","Rs. 2,950,000",2000,1998,Nissan,SB14,Automatic,Diesel,https://riyasewana.com/buy/nissan-sb14-sale-gampaha-10146489,https://riyasewana.com/thumb/thumbnissan-sb-14-1998-410165512641.jpg
8/4/2025,nissan,cars,Nissan March K10 1990 Car,Mawanella,2800 (km),Negotiable,Negotiable,1000,1990,Nissan,March K10,Manual,Petrol,https://riyasewana.com/buy/nissan-march-k10-sale-mawanella-10146488,https://riyasewana.com/thumb/thumbnissan-march-k10-1990-410164912881.jpg
8/4/2025,nissan,cars,Nissan N17 2012 Car,Homagama,150000 (km),"Rs. 5,475,000","Rs. 5,475,000",1500,2012,Nissan,N17,Manual,Petrol,https://riyasewana.com/buy/nissan-n17-sale-homagama-10146434,https://riyasewana.com/thumb/thumbnissan-n17-41007344701.jpg
8/4/2025,nissan,cars,Nissan Dayz 2017 Car,Kegalle,56000 (km),"Rs. 6,640,000","Rs. 6,640,000",650,2017,Nissan,Dayz,Automatic,Petrol,https://riyasewana.com/buy/nissan-dayz-sale-kegalle-10146225,https://riyasewana.com/thumb/thumbnissan-dayz-2712420917102.jpg
8/4/2025,nissan,cars,Nissan March K10 1989 Car,Avissawella,123 (km),"Rs. 890,000","Rs. 890,000",980,1989,Nissan,March K10,Manual,Petrol,https://riyasewana.com/buy/nissan-march-k10-sale-avissawella-10146215,https://riyasewana.com/thumb/thumbnissan-march-k10-1989-49410012991.jpg
8/4/2025,nissan,cars,Nissan Trad Sunny SB12 1989 Car,Colombo,300000 (km),"Rs. 2,350,000","Rs. 2,350,000",1700,1989,Nissan,Trad Sunny SB12,Manual,Diesel,https://riyasewana.com/buy/nissan-trad-sunny-sale-colombo-10146212,https://riyasewana.com/thumb/thumbnissan-trad-sunny-1989-49403612921.jpg
